player	player_id	position	team_name	player_game_count	avg_depth_of_target	avoided_tackles	caught_percent	contested_catch_rate	contested_receptions	contested_targets	declined_penalties	drop_rate	drops	first_downs	franchise_id	fumbles	grades_hands_drop	grades_hands_fumble	grades_offense	grades_pass_block	grades_pass_route	inline_rate	inline_snaps	interceptions	longest	pass_block_rate	pass_blocks	pass_plays	penalties	receptions	route_rate	routes	slot_rate	slot_snaps	targeted_qb_rating	targets	touchdowns	wide_rate	wide_snaps	yards	yards_after_catch	yards_after_catch_per_reception	yards_per_reception	yprr
Nate Stewart	61099	WR	MONTANA ST	7	11.7	1	60	60	3	5	0	7.7	1	9	233	0	66.1	68.5	64.9		65.3	0	0	0	64	0	0	115	1	12	97.4	112	0.9	1	129	20	2	99.1	114	209	59	4.9	17.4	1.87
E.J. Rogers	109548	WR	N ALABAMA	11	10.5	0	60	50	2	4	0	20	3	5	389	1	38.6	21.4	50.5		51.3	0	0	0	48	0	0	149	1	12	91.3	136	26.2	39	97.7	20	1	73.8	110	139	67	5.6	11.6	1.02
Thomas Brown	149445	WR	BUTLER	6	16.3	3	60	66.7	2	3	0	14.3	2	9	127	0	51.7	68.5	79.5		79.2	0	0	0	66	0	0	55	0	12	98.2	54	58.2	32	115.4	20	1	41.8	23	224	77	6.4	18.7	4.15
Mekhai Johnson	106510	HB	MARIST	10	-1.4	2	85		0	0	0	5.6	1	5	213	0	72.8	84.9	70.3	31.1	74.8	0	0	0	51	33.7	57	169	0	17	62.7	106	1.2	2	113.1	20	1	1.2	2	143	161	9.5	8.4	1.35
DeeWil Barlee	109114	HB	VILLANOVA	12	1.5	0	75	50	1	2	0	25	5	4	334	0	26.9	74.1	66	62.5	45.3	0	0	0	11	33.9	43	127	0	15	63	80	9.4	12	79.8	20	0	1.6	2	73	75	5	4.9	0.91
Jourdan Townsend	105717	WR	DELAWARE	10	7.9	0	50	20	1	5	0	0	0	5	151	0	80.9	83.7	63.2		61.8	0	0	1	21	0	0	94	0	10	96.8	91	87.2	82	58.8	20	1	12.8	12	92	18	1.8	9.2	1.01
Travis O'Connor	39903	WR	SOUTHERN U	11	14.4	1	35	50	2	4	0	22.2	2	3	297	0	44.3	35.2	56.1		52.3	0	0	3	21	0	0	165	2	7	93.3	154	17	28	22.9	20	1	83	137	70	14	2	10	0.45
Kirkland Banks	61367	WR	LAMAR	11	12.4	2	50	100	1	1	0	16.7	2	7	204	0	47.4	82.5	56.8	32.5	60.4	1.2	2	0	59	0.6	1	167	2	10	95.8	160	92.8	155	113.1	20	2	0	0	173	78	7.8	17.3	1.08
Devonta Jason	84309	WR	NICHOLLS	6	12.9	0	52.6	33.3	2	6	0	16.7	2	4	243	0	47.4	68.4	56.8		56.6	0	0	1	17	0	0	78	0	10	94.9	74	12.8	10	59.3	19	1	87.2	68	81	7	0.7	8.1	1.09
Isaiah Hall	149778	CB	STTHOM	10	7	7	68.4	100	3	3	0	7.1	1	4	1129	0	67.5	77.4	62.2		61.9	0	0	1	40	0	0	77	1	13	97.4	75	75.3	58	66.6	19	0	24.7	19	134	101	7.8	10.3	1.79
Daquan Patten	40145	WR	W CAROLINA	10	9.5	0	63.2	0	0	2	0	14.3	2	9	344	2	51.7	32.5	54		53.5	0	0	0	32	0	0	123	0	12	93.5	115	51.2	63	105.2	19	1	48.8	60	150	60	5	12.5	1.3
Cooper Willman	138032	WR	E ILLINOIS	9	15.5	1	57.9	42.9	3	7	0	8.3	1	6	158	0	49.5	81.3	52.6		52.4	0	0	1	20	0	0	175	0	11	94.3	165	9.7	17	52.1	19	0	89.7	157	108	12	1.1	9.8	0.65
Damien Dawson	57089	TE	SE LA	13	0.4	2	78.9	50	1	2	0	6.3	1	8	294	1	69.9	23.5	71.2	71.6	67.7	72.7	173	0	35	48.3	115	238	5	15	50.4	120	0.8	2	132.6	19	3	0.4	1	120	122	8.1	8	1
Anthony Mague	42234	TE	WM & MARY	9	6.2	1	52.6		0	0	0	23.1	3	6	348	0	32.9	68.7	44.3	77.9	49.4	72.1	80	3	19	1.8	2	111	4	10	92.8	103	19.8	22	22.8	19	0	7.2	8	75	58	5.8	7.5	0.73
Michael Noil	84205	WR	IDAHO	9	6.8	1	63.2	75	3	4	0	20	3	4	185	0	38.9	68.5	52.5		52	0	0	0	48	0	0	165	1	12	98.2	162	88.5	146	82.1	19	0	11.5	19	125	61	5.1	10.4	0.77
Todd Simmons	148622	WR	WAGNER	7	12.5	1	47.4	33.3	1	3	0	0	0	4	338	0	80.9	67.9	62.9		61.6	0	0	3	39	0	0	123	0	9	93.5	115	5.7	7	48	19	1	94.3	116	130	34	3.8	14.4	1.13
Savion Sims	153278	WR	TEXAS STHN	11	10.3	1	63.2	50	1	2	0	25	4	5	313	0	29.7	68.7	51.2		49.6	0	0	0	66	0	0	190	2	12	94.2	179	0.5	1	94.2	19	0	99.5	189	180	83	6.9	15	1.01
Deven Thompson	143232	WR	STETSON	8	12.4	0	68.4	66.7	2	3	0	7.1	1	8	302	0	67.5	68.7	66.2		65.7	0	0	0	42	0	0	92	1	13	95.7	88	5.4	5	108.9	19	1	94.6	87	147	25	1.9	11.3	1.67
Julien Stokes	148953	HB	PENN	7	12.5	4	36.8	0	0	3	0	12.5	1	4	267	0	56.4	68.8	71.7		68.7	0	0	2	27	0	0	66	2	7	95.5	63	100	66	13.6	19	0	0	0	93	27	3.9	13.3	1.48
Antoine Morales	105854	WR	MARIST	6	9.1	2	63.2	33.3	1	3	0	0	0	4	213	0	82.2	68.9	64.2		65	0	0	1	45	0	0	82	0	12	96.3	79	100	82	84.8	19	1	0	0	157	75	6.3	13.1	1.99
Kaedyn Odermann	148883	WR	HARVARD	4	19.4	2	57.9	33.3	1	3	0	0	0	10	179	0	81.5	68.2	69.9		69.8	0	0	0	31	0	0	85	1	11	95.3	81	0	0	118.1	19	2	100	85	149	23	2.1	13.5	1.84
Daeshawn Stephens	42003	WR	NC CENT	8	9.1	2	63.2	50	1	2	0	14.3	2	7	247	0	53.9	68.7	65.1		66.4	0	0	0	33	0	0	109	0	12	96.3	105	56	61	85.2	19	0	44	48	139	67	5.6	11.6	1.32
Kaylon Horton	136888	WR	TARLETON	6	7.5	4	84.2	100	1	1	0	0	0	10	401	0	84.7	80.5	87.9		88.4	0	0	1	53	0	0	65	0	16	95.4	62	93.8	61	109.9	19	1	6.2	4	217	129	8.1	13.6	3.5
James Collins	142245	WR	DELAWARE	8	11.3	1	57.9	75	3	4	0	8.3	1	6	151	0	64.6	24.5	67.2		73.6	0	0	0	31	0	0	65	0	11	95.4	62	6.2	4	116.6	19	2	93.8	61	142	42	3.8	12.9	2.29
Jay Stanton	105584	HB	SAMFORD	11	-3.3	6	89.5	0	0	1	0	0	0	3	282	0	85.5	76.3	72.9	85	57.7	0	0	0	40	24.1	69	286	0	17	71	203	12.6	36	123.9	19	2	1.4	4	101	172	10.1	5.9	0.5
Zavier Scott	55123	WR	MAINE	11	3.8	5	57.9	0	0	2	0	15.4	2	4	212	0	42.1	80.5	59	62.2	51	0	0	2	59	0.6	1	165	1	11	94.5	156	37.6	62	53.5	19	1	55.2	91	115	124	11.3	10.5	0.74
Nate Rusk	109662	WR	BUTLER	11	9.3	0	47.4	100	2	2	0	18.2	2	4	127	0	44.3	67.5	48.5		47.3	1.3	2	0	17	0	0	153	1	9	96.7	148	29.4	45	60	19	0	69.3	106	84	23	2.6	9.3	0.57
Blake Gobel	102491	TE	E WASHGTON	13	9.8	5	68.4	50	2	4	0	7.1	1	12	161	0	67.5	68.7	68.8	61.8	70.8	71.3	189	0	30	33.2	88	265	1	13	64.5	171	15.5	41	144.3	19	4	6.4	17	208	84	6.5	16	1.22
Jacob WIldermuth	149796	WR	STTHOM	7	17	0	42.1	33.3	1	3	0	11.1	1	4	1129	0	58.9	67.1	61		60	0	0	1	35	0	0	97	0	8	96.9	94	67	65	38.7	19	0	33	32	107	12	1.5	13.4	1.14
Connor Whitney	83976	TE	IDAHO	10	8.7	1	50	40	2	5	0	10	1	5	185	0	61	67.5	53.8	65.4	47.6	82	150	0	25	14.8	27	183	0	9	83.6	153	15.8	29	78.5	18	1	1.6	3	70	13	1.4	7.8	0.46
Wade Inge	109782	HB	DELWARE ST	10	6.6	1	61.1	100	1	1	0	26.7	4	4	152	0	26.4	40.4	56.9	20.5	44.6	0	0	0	47	33.9	38	112	0	11	63.4	71	0	0	118.5	18	2	0.9	1	123	75	6.8	11.2	1.73
Tyrell Price	89427	HB	CHATTNOOGA	11	3.2	1	61.1		0	0	0	26.7	4	6	137	1	28.1	78.2	71.4	70	35.7	0	0	1	42	30.1	55	183	1	11	67.2	123	4.4	8	79.9	18	1	0	0	136	84	7.6	12.4	1.11
Cody Jones	136893	WR	TARLETON	7	14.6	3	61.1	40	2	5	0	8.3	1	5	401	1	49.5	20.5	66.5		66.5	1.6	1	0	38	0	0	64	1	11	93.8	60	1.6	1	107.6	18	1	96.9	62	156	38	3.5	14.2	2.6
Kashon Baker	24107	HB	NC A&T	8	0.9	4	55.6	0	0	1	0	23.1	3	6	246	0	32.9	61.9	66.9	83	52.7	0	0	0	29	12.6	14	111	0	10	83.8	93	9.9	11	92.4	18	1	1.8	2	110	99	9.9	11	1.18
Jalen Johnson	150097	WR	MCNEESE	11	12.1	0	50	25	1	4	0	18.2	2	7	217	0	47.1	67.9	56.8		57.3	0	0	0	16	0	0	141	1	9	96.5	136	79.4	112	67.4	18	0	20.6	29	102	23	2.6	11.3	0.75
Tyler Cherry	123170	TE	CITADEL	10	16.7	3	66.7	100	2	2	0	7.7	1	8	139	0	66.4	68.5	65.9		64.9	7.3	9	0	48	0	0	124	1	12	97.6	121	11.3	14	127.8	18	1	81.5	101	223	56	4.7	18.6	1.84
Ed Cuddahy	109451	TE	SACR HEART	12	8.3	2	72.2	0	0	1	0	0	0	8	280	1	82.7	22.5	63.6	78.9	54.5	52.7	116	0	31	8.2	18	220	4	13	83.2	183	40	88	95.1	18	0	0.9	2	142	83	6.4	10.9	0.78
Tobias Little	42594	HB	MO STATE	12	-0.5	5	77.8		0	0	0	17.6	3	3	230	0	43.3	56.4	74.4	77.6	51.3	0.4	1	1	15	31.4	80	255	1	14	65.5	167	0.8	2	63.2	18	0	3.1	8	85	106	7.6	6.1	0.51
Mason Sikes	24033	TE	W ILLINOIS	10	8.2	2	72.2	33.3	1	3	1	7.1	1	9	345	0	67.5	68.7	54.5	57.6	58.8	77.2	176	1	19	31.6	72	228	4	13	66.2	151	22.4	51	91	18	1	0.4	1	144	51	3.9	11.1	0.95
Karris Davis	87590	HB	SO UTAH	11	2.7	6	88.9		0	0	0	0	0	5	298	0	70.9	84.8	72.1	55.9	66.5	0	0	0	27	24	25	104	0	16	73.1	76	2.9	3	97.2	18	0	5.8	6	132	123	7.7	8.3	1.74
Nate Thomas	148204	HB	S DAKOTA	10	-3.2	2	72.2	0	0	1	0	7.1	1	2	291	0	68.7	63.4	84.6	75	59.7	0.8	1	0	18	34.1	44	129	0	13	62	80	5.4	7	78.2	18	0	0.8	1	69	125	9.6	5.3	0.86
Gene Scott	78769	TE	MONMOUTH	11	2.6	3	83.3		0	0	0	6.3	1	6	231	0	69.9	69.2	63	54.8	63.1	45.9	101	1	35	34.1	75	220	0	15	62.7	138	28.2	62	114.8	18	2	0	0	148	117	7.8	9.9	1.07
Dejoun Lee	40850	HB	DELAWARE	10	0.2	1	72.2	100	1	1	0	7.1	1	3	151	0	67.5	81.5	74.8	60.3	60.2	1	2	0	34	40.1	81	202	0	13	57.4	116	1	2	83.1	18	0	2.5	5	90	91	7	6.9	0.78
Jason Epps	63558	TE	TOWSON	9	6.2	4	72.2	100	2	2	0	13.3	2	9	317	1	53.7	23	63.3	49.6	75	82.5	66	0	31	11.3	9	80	0	13	85	68	13.8	11	115.7	18	1	1.3	1	151	79	6.1	11.6	2.22
David Fitzwater	40655	TE	NWSTATE	11	5.7	0	72.2	100	1	1	0	18.8	3	6	257	0	41.3	69.2	54.9	60.1	51.9	70.5	124	1	36	25.6	45	176	1	13	70.5	124	16.5	29	68.8	18	0	0	0	128	52	4	9.8	1.03
Derek Morton	105769	WR	TEXAS STHN	11	9.3	0	61.1		0	0	0	8.3	1	3	313	0	64.6	68.2	59.5		57.2	0	0	0	43	0	0	85	0	11	97.6	83	84.7	72	121.3	18	2	14.1	12	135	58	5.3	12.3	1.63
Jaden Stewart	153999	HB	PRVIEW A&M	11	1.5	11	94.4	100	1	1	0	0	0	6	270	0	71.9	66.8	81.4	61.1	70.7	0	0	0	22	36.8	42	114	0	17	57.9	66	6.1	7	95.8	18	0	0.9	1	126	103	6.1	7.4	1.91
Jeremiah Webb	104838	WR	S DAKOTA	8	13.8	3	72.2	60	3	5	0	0	0	11	291	0	82.7	68.7	76.8		78.7	0	0	1	57	0	0	88	1	13	95.5	84	12.5	11	109.7	18	1	87.5	77	254	73	5.6	19.5	3.02
Michael Markett	109018	WR	DRAKE	8	7.6	1	55.6	33.3	1	3	0	9.1	1	3	153	0	64.6	68.3	53.2		52.7	0	0	0	15	0	0	177	0	10	96	170	7.9	14	62.3	18	0	91	161	60	47	4.7	6	0.35
Travis Mumphry	154683	WR	MS VLY ST	7	8.2	2	44.4	50	1	2	0	11.1	1	2	228	0	59.3	67.1	50.7		52.2	0	0	1	10	0	0	107	2	8	94.4	101	2.8	3	28.5	18	0	97.2	104	38	11	1.4	4.8	0.38
Shakobe Harper	71331	HB	CAL POLY	8	-1.2	0	61.1	0	0	2	0	0	0	2	129	0	81.5	54.8	61.8	79.8	54.8	0	0	0	31	24.9	51	205	0	11	71.7	147	2.9	6	69.4	18	0	11.7	24	71	81	7.4	6.5	0.48
Darqueze Brutton	84201	HB	GRAMBLING	11	0.7	1	61.1		0	0	1	0	0	1	177	0	81.5	72.9	61.9	24.2	58.4	0	0	0	10	23	41	178	1	11	74.7	133	3.9	7	65.5	18	0	0.6	1	30	67	6.1	2.7	0.23
Randy Fields Jr.	78120	WR	TENN MARTN	12	13.2	2	44.4	0	0	1	0	11.1	1	4	310	0	59.3	67.1	56.5		55.4	0	0	0	31	0	0	131	1	8	96.9	127	10.7	14	76.6	18	1	89.3	117	82	26	3.3	10.3	0.65
JT Mayo	142420	WR	WM & MARY	9	10.8	0	44.4	0	0	3	0	33.3	4	4	348	0	21.2	76	51	62.1	47.9	0	0	1	47	0.8	1	123	1	8	95.1	117	30.1	37	42.8	18	0	69.1	85	116	72	9	14.5	0.99
J.R. Tran-Reno	98563	TE	SAMFORD	11	7.3	0	72.2	66.7	2	3	0	7.1	1	5	282	0	68.7	69	52.2	71	54.2	10.1	15	0	33	3.4	5	148	0	13	90.5	134	86.5	128	88	18	0	3.4	5	111	23	1.8	8.5	0.83
Connor Hebbeler	55429	TE	VALPO	8	4.5	1	72.2	0	0	1	0	7.1	1	7	332	0	68.7	69	71.7	46.8	77.4	91	91	1	27	20	20	100	2	13	74	74	5	5	106	18	3	2	2	118	67	5.2	9.1	1.59
Austin Dambach	88726	WR	LEHIGH	10	9.7	0	77.8	0	0	2	0	0	0	10	205	0	68.7	69	68.4	61	68.1	1.1	1	0	25	1.1	1	90	0	14	96.7	87	21.1	19	106.9	18	0	77.8	70	174	47	3.4	12.4	2
Isaiah Gable	57391	WR	SACRAMENTO	12	7.8	0	72.2	33.3	1	3	0	7.1	1	8	279	0	68.7	74	70		69.9	0	0	0	27	0	0	81	0	13	96.3	78	77.8	63	106	18	1	19.8	16	109	48	3.7	8.4	1.4
Malik Grant	109133	HB	SACR HEART	12	4.9	4	58.8	0	0	1	0	23.1	3	7	280	0	32.9	72.8	83.9	64.2	49.4	0	0	1	35	12.6	31	247	0	10	81.4	201	0.4	1	97.2	17	2	0.8	2	128	111	11.1	12.8	0.64
Noah Roper	109118	HB	DARTMOUTH	10	5	3	58.8	0	0	1	0	9.1	1	4	148	0	62.9	82.9	74.7	68.3	62.8	0	0	0	60	25.2	32	127	1	10	73.2	93	7.9	10	98.2	17	1	3.9	5	112	81	8.1	11.2	1.2
Andrew Holderer	106706	TE	DAYTON	8	7.6	1	70.6	100	1	1	0	7.7	1	8	150	0	66.1	68.5	74.5	73.8	73.3	91.2	155	1	29	31.8	54	170	0	12	65.9	112	8.8	15	109.9	17	2	0	0	140	42	3.5	11.7	1.25
Donovan Williams	39998	TE	ELON	10	4.5	3	64.7		0	0	0	8.3	1	4	162	1	66.1	23.2	41.6	62.1	44.2	89.7	183	0	29	15.2	31	204	1	11	80.9	165	9.3	19	94.2	17	1	0	0	76	69	6.3	6.9	0.46
Tyler Ringwood	40509	WR	E ILLINOIS	5	7.8	1	58.8	0	0	1	0	0	0	1	158	1	80.9	19.7	47.9	63.9	46.5	12	13	0	39	0.9	1	108	1	10	95.4	103	77.8	84	71	17	0	10.2	11	81	49	4.9	8.1	0.79
Nick Lorden	40609	WR	NEW HAMP	11	11.6	1	64.7	0	0	2	0	15.4	2	5	240	0	49.8	68.2	57.9		57.2	1.9	2	0	46	0	0	103	0	11	95.1	98	27.2	28	103.3	17	1	70.9	73	113	17	1.5	10.3	1.15
Peytton Picket	151036	HB	JACKSON ST	10	-1.1	8	88.2		0	0	0	0	0	5	194	0	83.8	75.5	72	56.4	68.1	0	0	0	29	28.9	61	211	1	15	70.1	148	6.2	13	99.8	17	0	0	0	135	151	10.1	9	0.91
Michael Hayes	149383	HB	LAFAYETTE	9	-0.2	4	76.5		0	0	0	7.1	1	5	203	0	67.8	82.7	69.7	51.4	65.5	0	0	0	19	15.8	15	95	1	13	82.1	78	0	0	85.2	17	0	0	0	79	82	6.3	6.1	1.01
Remington Lutz	60827	TE	ABILENE CH	9	8.8	3	70.6	100	1	1	0	7.7	1	5	100	0	66.1	68.9	63.3	68	61.3	78.9	135	1	59	21.6	37	171	1	12	76.6	131	14	24	87.6	17	0	4.1	7	209	130	10.8	17.4	1.6
LC Greenwood	61580	WR	NWSTATE	10	13.4	1	35.3	0	0	4	0	0	0	3	257	0	77.5	66.2	52.8		52.2	0	0	1	34	0	0	140	0	6	96.4	135	12.1	17	22.2	17	0	87.9	123	62	34	5.7	10.3	0.46
Mark Mahoney	148635	WR	BROWN	7	11.2	1	64.7	60	3	5	0	0	0	7	123	2	81.5	20.5	66.5		65.2	0	0	0	24	0	0	91	0	11	96.7	88	6.6	6	87.4	17	0	93.4	85	128	35	3.2	11.6	1.45
Cameron Skattebo	147787	HB	SACRAMENTO	8	4.3	6	70.6	0	0	1	0	0	0	7	279	0	82.2	83.3	91.2	64.2	67.9	0	0	1	25	26.7	40	150	1	12	71.3	107	12	18	86.2	17	1	6.7	10	123	93	7.8	10.3	1.15
Xander Richards	63722	WR	E ILLINOIS	5	10.4	2	58.8	0	0	2	0	9.1	1	5	158	0	64.9	68.2	62.8		65.1	0	0	1	33	0	0	103	2	10	93.2	96	5.8	6	57.7	17	0	94.2	97	127	36	3.6	12.7	1.32
Elijah Elliott	147649	HB	MONTANA ST	13	0.7	2	94.1		0	0	0	0	0	7	233	0	84.2	69.6	70.1	72.5	64.7	2.1	3	0	65	17.8	26	146	0	16	81.5	119	16.4	24	126.2	17	1	4.8	7	163	146	9.1	10.2	1.37
Zachary Leslie	64189	WR	NC A&T	4	16.2	0	35.3	20	1	5	0	14.3	1	4	246	0	53.4	66.2	64.2		66.4	0	0	1	32	0	0	72	0	6	98.6	71	8.3	6	76.3	17	2	91.7	66	123	8	1.3	20.5	1.73
Elisha Cummings	147611	HB	IDAHO	11	4.6	1	70.6	60	3	5	0	14.3	2	2	185	0	51.7	84.7	74.5	87.2	56.4	1.7	2	0	47	31.9	37	116	1	12	66.4	77	0.9	1	89.3	17	0	1.7	2	116	98	8.2	9.7	1.51
Christian Tait	142992	WR	BUCKNELL	8	14.9	1	29.4	66.7	2	3	0	16.7	1	3	125	0	49.8	65.7	55		55.2	0	0	2	17	0	0	89	0	5	96.6	86	15.7	14	1	17	0	84.3	75	55	20	4	11	0.64
Mack Simmons	142570	CB	PRESBYTERN	10	9.5	1	47.1	25	1	4	0	20	2	3	271	0	41.2	70.3	61.2	63.9	61.1	0	0	2	34	1.3	1	77	0	8	92.2	71	57.1	44	46.3	17	1	42.9	33	102	65	8.1	12.8	1.44
Xavier Hill	141347	WR	KENNESAW	8	16.2	3	52.9	60	3	5	1	0	0	6	200	1	80.1	18.7	72	54.1	75.6	0	0	0	56	1.4	1	72	1	9	91.7	66	8.3	6	123	17	4	91.7	66	152	62	6.9	16.9	2.3
Thomas Campbell-Clay	139419	WR	MOREHEAD	6	10.9	0	47.1	0	0	1	0	27.3	3	5	234	0	27.6	67.1	51		53.5	0	0	2	30	0	0	72	2	8	100	72	4.2	3	58.8	17	2	95.8	69	73	26	3.3	9.1	1.01
Jeremy Davis	139373	TE	LAMAR	11	9.5	2	35.3	50	1	2	0	14.3	1	3	204	0	53.4	67.4	56.9	48.8	45.9	70.1	143	0	28	21.1	43	204	0	6	76	155	27.5	56	53.8	17	0	0.5	1	91	44	7.3	15.2	0.59
Otis Weah	87580	HB	N DAKOTA	8	-1.8	3	82.4		0	0	0	6.7	1	5	249	0	69	57.3	76.3	59.8	59.9	0	0	0	59	20.5	34	166	1	14	78.9	131	3	5	97.3	17	0	7.2	12	125	161	11.5	8.9	0.95
Tyler Barnes	89538	WR	NC CENT	5	6.7	2	70.6	50	2	4	0	7.7	1	4	247	0	66.1	68.5	54.9		54.3	0	0	0	23	0	0	119	0	12	97.5	116	5	6	84.7	17	0	95	113	97	39	3.3	8.1	0.84
Bryce De Maille	91432	TE	DELAWARE	9	7.7	2	76.5	50	1	2	0	0	0	7	151	0	83.3	69.7	78.5	69.8	89.6	74.2	66	0	22	3.4	3	89	1	13	93.3	83	24.7	22	98.9	17	0	0	0	135	59	4.5	10.4	1.63
Leeshoen Jarrett	125363	TE	JVILLE ST	8	13.2	0	23.5	0	0	1	0	42.9	3	1	196	0	16.7	65	43.1	69.5	43.3	9.8	10	1	23	1	1	102	1	4	93.1	95	87.3	89	15.1	17	0	2	2	29	9	2.3	7.3	0.31
Tyler Devera	101676	TE	STNY BROOK	7	11.4	0	52.9	50	2	4	0	0	0	5	303	0	80.1	67.5	59.6		60.9	10.3	9	1	21	0	0	87	1	9	96.6	84	79.3	69	84.4	17	2	8	7	96	18	2	10.7	1.14
James Batch	109722	WR	HARVARD	6	17.1	0	52.9	20	1	5	0	10	1	3	179	0	61	67.5	63.3		63.1	0	0	0	48	0	0	61	0	9	96.7	59	24.6	15	84.2	17	0	75.4	46	155	23	2.6	17.2	2.63
Michael Axelrood	109625	WR	PRINCETON	10	8.4	1	70.6		0	0	0	0	0	6	272	0	82.2	68.5	60.2		59.6	0	0	0	13	0	0	121	0	12	98.3	119	24	29	83	17	0	76	92	90	34	2.8	7.5	0.76
Dorrian Moultrie	109601	WR	GEORGETOWN	7	10.1	2	52.9	0	0	5	0	0	0	4	172	0	80.1	71.4	59.9		59.1	0.9	1	1	31	0	0	108	0	9	95.4	103	15.7	17	43.8	17	0	76.9	83	90	58	6.4	10	0.87
Adam West	109420	WR	HARVARD	10	18.3	0	17.6	37.5	3	8	0	25	1	3	179	0	39.5	64.1	59.1		57.6	0	0	1	36	0	0	70	0	3	92.9	65	7.1	5	54.3	17	2	92.9	65	43	4	1.3	14.3	0.66
Earl Stoudemire	109222	HB	MOREHEAD	10	0.5	1	70.6		0	0	0	14.3	2	6	234	0	51.7	83.7	66.8	32.2	58.3	0	0	0	33	28.5	43	151	1	12	68.9	104	2	3	111.4	17	1	0	0	126	122	10.2	10.5	1.21
AJ Deinhart	109148	HB	BUTLER	11	2.2	1	58.8	50	1	2	0	16.7	2	2	127	0	47.4	87.3	71	63.6	54	0	0	0	17	28.4	44	155	0	10	70.3	109	12.9	20	63.6	17	0	1.3	2	39	51	5.1	3.9	0.36
Moe Wedman	122127	WR	STF AUSTIN	7	14.3	2	50	100	1	1	0	27.3	3	8	301	0	27.6	67.1	66.7		66.7	0	0	0	39	0	0	64	0	8	98.4	63	3.1	2	100.5	16	1	96.9	62	138	52	6.5	17.3	2.19
Ryan Fitton	91785	TE	CORNELL	10	7.7	0	56.3	33.3	1	3	0	10	1	7	147	0	61	68.1	57.9	68	60	55.9	95	2	40	11.2	19	170	1	9	82.9	141	34.1	58	60.7	16	1	0	0	117	60	6.7	13	0.83
Will Weidemann	134751	TE	SE MO ST	11	2.9	1	68.8		0	0	0	8.3	1	6	293	0	64.6	68.2	65.7	51.2	63.6	87.4	146	0	35	33.5	56	167	3	11	62.9	105	10.2	17	124	16	2	0.6	1	96	75	6.8	8.7	0.91
Ian Holder	109790	WR	MOREHEAD	7	11.6	0	37.5	0	0	2	0	25	2	4	234	0	37.6	79.8	53.4		54.5	0	0	0	13	0	0	98	0	6	98	96	99	97	50.3	16	0	1	1	65	6	1	10.8	0.68
Darius Cooper	136866	WR	TARLETON	8	15.1	0	31.3	0	0	1	0	16.7	1	3	401	0	49.8	68.3	52.1		51.8	0	0	1	13	0	0	80	0	5	97.5	78	3.8	3	35.4	16	1	96.3	77	39	8	1.6	7.8	0.5
Michael Briscoe	142810	WR	CAL POLY	5	16.7	1	56.3	100	2	2	0	10	1	7	129	0	61	67.5	65.5		67.1	0	0	0	61	0	0	94	1	9	98.9	93	9.6	9	121.6	16	1	90.4	85	199	63	7	22.1	2.14
Demonte Horton	88757	WR	IDAHO ST	5	9.8	0	43.8	66.7	2	3	0	12.5	1	4	186	0	56.8	66.7	56.6		55	0	0	0	16	0	0	96	0	7	94.8	91	5.2	5	57	16	0	94.8	91	71	5	0.7	10.1	0.78
Korey Bridy	78586	HB	VA MILT IN	8	-0.5	3	87.5	0	0	1	0	0	0	4	336	0	84.7	80.6	75.3	57.6	61.1	0	0	0	14	20.6	49	238	0	14	74.4	177	10.5	25	87	16	0	0.8	2	78	106	7.6	5.6	0.44
Will Downes	109276	WR	MARIST	9	12.8	1	75	66.7	2	3	0	0	0	5	213	1	82.2	21.4	59.5		60	0	0	0	35	0	0	141	0	12	90.8	128	18.4	26	103.6	16	0	81.6	115	150	37	3.1	12.5	1.17
Deshun Britten	138037	WR	MURRAY ST	7	5.1	4	75	0	0	1	0	7.7	1	6	236	0	66.1	68.5	64.4		64	0	0	1	23	0	0	81	0	12	96.3	78	96.3	78	70.8	16	0	3.7	3	124	86	7.2	10.3	1.59
Sergio Portobanco	109718	WR	GEORGETOWN	7	9.9	1	62.5	33.3	1	3	0	9.1	1	5	172	0	62.9	67.9	51.9	31.9	54.5	48.9	67	1	21	2.2	3	137	0	10	94.2	129	46.7	64	74.2	16	1	4.4	6	97	31	3.1	9.7	0.75
Mo Edwards Jr.	84410	WR	E KENTUCKY	5	11.2	1	62.5	66.7	2	3	0	23.1	3	7	159	0	24.8	67.9	57.6		57.3	0	0	2	31	0	0	135	1	10	94.8	128	7.4	10	69.5	16	1	92.6	125	131	42	4.2	13.1	1.02
Markel Cotton	104951	WR	MCNEESE	10	12.8	0	62.5	100	1	1	0	16.7	2	8	217	0	47.1	67.9	65.9		66.2	0	0	1	33	0	0	83	1	10	97.6	81	9.6	8	86.5	16	1	90.4	75	144	35	3.5	14.4	1.78
Isaiah Montgomery	99202	WR	JVILLE ST	10	12.9	0	50	0	0	4	0	0	0	6	196	0	80.1	67.5	57.3		55.9	0	0	1	14	0	0	141	0	8	94.3	133	9.2	13	37.2	16	0	90.8	128	75	15	1.9	9.4	0.56
Chad Aune	104048	TE	STF AUSTIN	12	6.3	1	56.3	33.3	1	3	1	18.2	2	6	301	0	47.4	67.9	40.5	35.1	48.8	61.5	128	1	20	11.1	23	208	1	9	86.5	180	29.8	62	65.4	16	1	8.7	18	83	45	5	9.2	0.46
